datetime,ln_null,ln_01,ln_05,ln_1,ln_15,ln_2,ln_25,ln_3,ln_35,ln_4,ln_45,ln_5,ln_10,id
1995-01-11,0.00328593922553164,0.00347017382858373,0.0027359629602403,0.00264456946790561,0.00231888171614785,0.00207786112143168,0.00241010613431488,0.00276287053232705,0.00230633630787778,0.00234671797977369,0.00214919588915403,0.00202559573972265,0.00191814232166534,mendota
1995-01-12,0.00410363823302487,0.00485094833389902,0.00404306731925177,0.00341553710318149,0.00330437159487919,0.00256281131778056,0.0034591239019289,0.00357734414409154,0.00317302975945752,0.00355431292095701,0.0026367851410277,0.00244933349534053,0.00266724016482084,mendota
1995-01-13,0.00579018801019095,0.0065921243901784,0.00515379698606461,0.00471948202668182,0.00406116228631905,0.0032573317911649,0.00463267541763527,0.00496241893700271,0.00399803031087432,0.00554782525721095,0.00346234363572426,0.00309649073543983,0.00341809573316509,mendota
1995-01-14,0.00105844814597872,0.00126596968230948,0.000889537617458648,0.00080921618281098,0.000706205241457268,0.000553534242677373,0.000831753714191989,0.000806946394180072,0.000684905490585695,0.000906060667530383,0.000540379118024622,0.000601790436743444,0.000540437760859322,mendota
1995-01-15,0.00321128718546113,0.00377305727556553,0.0026420825947922,0.00232325779629267,0.00201259676982336,0.00159080925141665,0.00237409109128899,0.00242702929538867,0.00193785766266602,0.00257568428630548,0.00163903438600478,0.00170367789412115,0.00153317300362258,mendota
1995-01-16,0.00166689910952054,0.00191106795645544,0.00129924872900237,0.00114800552074163,0.00109116929847863,0.000765876324269089,0.00121574071433804,0.0011612948376212,0.00101335210184841,0.00122856701643417,0.000858923178203373,0.000785974011830459,0.000750447011022041,mendota
1995-01-17,0.000426104233643226,0.000484459600615586,0.000319189211277346,0.000276768626895036,0.000252519699865075,0.00018047665822037,0.000296934572566311,0.000287530364309765,0.00023976545105872,0.00029708177821597,0.000201966488104424,0.000184699199559579,0.000172711663059675,mendota
1995-01-18,0.00291393797541058,0.00330866257954973,0.00202979531112739,0.00177919659100253,0.00204942214591412,0.00111042177329846,0.00189117091226468,0.00191330408594646,0.00161961738917027,0.00189696343184358,0.00125618385063986,0.00112121941728581,0.00110452949538294,mendota
1995-01-19,0.000404000110703982,0.000449287084156634,0.000259806229892009,0.000204249756264729,0.000278102610876541,0.000143754479853352,0.00022605706621657,0.000255590662760891,0.000188109846038996,0.000215926325522117,0.000129756704431341,0.000118571406875701,9.97594949680878e-05,mendota
1995-01-20,0.00029688072653269,0.000341199577217985,0.000196950121190738,0.000151766927601387,0.000201074021961938,0.000115636398762278,0.000160645097168915,0.000172915312370112,0.000123568851788594,0.000145853327681541,0.000102399980029355,8.81922889984408e-05,6.72755105942011e-05,mendota
1995-01-21,0.000349124912832001,0.000385187679225746,0.00019034728723241,0.00016483049173384,0.000198887547580184,9.61910344932104e-05,0.00016337568453684,0.00020500154827317,0.000132054174704385,0.000167595103371945,9.18960385988029e-05,7.74936834283486e-05,4.88699394337363e-05,mendota
1995-01-22,0.00059852398343484,0.000653920283241964,0.000370706151054097,0.000234825147323683,0.000300650686941505,0.000138224330978456,0.000238588902557626,0.000301229236797156,0.000188354385747827,0.000236096328368172,0.000129559169345827,0.000112113275814493,7.87527551333649e-05,mendota
1995-01-23,0.00181222115730336,0.00203587999427132,0.00103806805352407,0.000722922623933742,0.000848323619463142,0.000416613242301525,0.00067738967681746,0.000846466938545767,0.000527555908081233,0.000680255308330927,0.000377293062327577,0.000273987946723652,0.000201615464499647,mendota
1995-01-24,0.00261732782055902,0.00301004365438039,0.00137524914285067,0.0011274338810504,0.00109392539804773,0.000411221599729451,0.000852158362873256,0.00108881496966474,0.000625513323867767,0.000879683453768585,0.00041127625315159,0.000471012739174074,9.73870371900773e-05,mendota
1995-01-25,0.00299335047034655,0.00360854661891827,0.00149508839295984,0.000754935333282324,0.00118254481937442,0.000482511080071826,0.000586877357949213,0.000780471808335829,0.00054583035345033,0.000540185065917207,6.22213574419122e-05,8.65775029302349e-05,4.52533576884926e-05,mendota
1995-01-26,0.00259374144383786,0.00300621614007267,0.00093962644882499,0.00097660114131318,0.0010268862636901,0.000314968377932312,0.000966715749776055,0.000981157079867551,0.000167238830291358,0.000475360503193165,-0.00022436817649349,-0.000108431031345795,-0.000302380951509351,mendota
1995-01-27,0.00154818802177852,0.00197687372066979,0.000594663160405126,0.000422875870871818,0.000379844536149098,-3.55070277815001e-05,0.000293208079540087,0.000745481786451149,-0.000157502460414434,0.000289431876505864,-0.000265189317512992,-0.000115678125892027,-0.000150449510833752,mendota
1995-01-28,0.000551999919827757,0.000610266811268592,0.000167717107169327,6.72313143939809e-05,5.40650696565581e-05,-5.0072378811232e-06,3.56367901186804e-05,0.000136400509961729,2.34363709949196e-05,1.2655905167634e-05,-0.000103844628746305,-6.26169818174116e-05,-0.000119357539584079,mendota
1995-01-29,0.00238694207416246,0.00242658532484851,0.000451035259128169,0.000360812184983195,0.000506889485215943,2.41122241230074e-05,2.53743729847571e-05,0.000348440566626005,-0.000170103448847258,-0.000283939670232776,-0.000736443576871333,-0.000438311857274885,-0.000821011969515604,mendota
1995-01-30,0.00154607360401043,0.00185401035221982,7.58770146509244e-05,-2.71829935685267e-05,0.000324960820130936,-0.000161805739951717,-0.000107756211440757,0.00016004530547533,0.000154445622826527,-0.000350412974847314,-0.000629639742783666,-0.000336091158711799,-0.000694341584670216,mendota
1995-01-31,0.000795194988082383,0.00085790049126824,1.94748487780521e-05,2.56406881748384e-05,0.00019526465666011,-1.1444845825748e-05,-9.06015561669199e-05,-5.19909878919994e-06,0.000113550442202086,-3.36105902884917e-05,-0.000297553417314119,-0.000298948580387509,-0.000419439065773696,mendota
1995-02-01,0.00185926590657003,0.00192287685040852,-0.000124439790697837,-0.000276443223239296,0.000346993177762285,-2.12810107404143e-05,-0.000304772891937881,-0.000192472685921683,0.000401634828834139,-0.000347324087591645,-0.00100548557166063,-0.00057916546010084,-0.00124843570102847,mendota
1995-02-02,0.00423380217052843,0.00413553254267555,-0.000427830597470855,-0.000344390794017983,3.04779853611035e-05,-0.00080433780180074,-0.00148050876017081,-0.00107561721910362,0.000196042455498589,-0.00124061434040565,-0.00264330278792251,-0.00206690929595663,-0.0018015676968073,mendota
1995-02-03,0.00105259253357287,0.001049757327689,-0.000155692378946769,-0.00016886814344034,-5.119482547812e-05,-0.000239968669758943,-0.000393012705814695,-0.000153962675160448,-0.00015935948854685,-0.000359443641910461,-0.000815864509205918,-0.000640651532284523,-0.000583359595244337,mendota
1995-02-04,0.000188020106771729,0.000202651543140314,-4.11830393857787e-05,-3.87406201915618e-05,-3.13764050518735e-05,-4.88582472276315e-05,-7.80592903957844e-05,-3.09928200971336e-05,-1.11596861886739e-05,-6.36489637480803e-05,-0.000139975525440618,-0.000126720028664123,-0.000105455829308552,mendota
1995-02-05,0.000361127239109661,0.000361193814730154,-0.000100949347788694,-8.65519829477012e-05,-5.2477779225729e-05,-0.000137287473179605,-0.000175167687057351,1.17966918905215e-05,-8.94710146643417e-05,-0.00018038494864985,-0.000152593204218594,-0.000260548808802735,-0.00024276478100137,mendota
1995-02-06,0.00142009947516653,0.00189354465064231,-0.000590090076486304,-0.000242977951398261,-0.000411825340058295,-0.00078764713841867,-0.000927846255939045,-0.000313548704365606,-0.000565344613855184,-0.000703937808742752,-0.00121024458034507,-0.000706588346151108,-0.00117846631241127,mendota
1995-02-07,0.000293310345117141,0.00043619676474259,-0.000132786364991884,-7.85805764941772e-05,-0.000125251053772868,-8.04857030079792e-05,-0.000244247527013391,-0.000128229745831391,-0.000150042197435907,-0.00019698635627481,-0.000190536741495412,-0.000186930854858397,-0.000245991407103143,mendota
1995-02-08,0.000397968967609385,0.000565640069422208,-0.00013201837919548,-0.000142201590767679,-0.000139776051576602,-0.000152119109826936,-0.000298985117079563,-0.000148219332069363,-0.000207649623887488,-0.000272947156950606,-0.000237296396617605,-0.000210026246190212,-0.000340471618675971,mendota
1995-02-09,0.000682576174237825,0.000993223103401112,-0.000274584397239136,-0.000318182208609376,-0.000348455580893328,-0.000362522724375804,-0.000717062695832083,-0.000442240467718851,-0.000568058148951348,-0.000649985939758599,-0.000608559607155111,-0.000560128388076139,-0.000763752229168366,mendota
1995-02-10,0.000156725368365267,0.00017910727602526,-6.19683427661445e-05,-8.39035551972502e-05,-8.65939037463015e-05,-8.75933023021597e-05,-7.89703057946673e-05,-7.34719661206253e-05,-0.000117090456555253,-0.000140325530274826,-0.000130681052537712,-0.000100827562318024,-0.0225878658031502,mendota
1995-02-11,0.000156096889844498,0.000195362382221212,-8.99857135594602e-05,-0.000101440750086073,-8.57404739622662e-05,-0.000114476899243209,-0.000106113782417737,-8.07991977995638e-05,-0.000146964382100616,-9.02808639975266e-05,-0.000166102432118889,-9.22332962749382e-05,-0.000210154379759088,mendota
1995-02-12,0.000753908791814573,0.00112539484261949,-0.000289922653428932,-0.000400412463378519,-0.000518801213831868,-0.000348832423689533,-0.000733164672712514,-0.00050209742185566,-0.0007371798649149,-0.000730285561938868,-0.0007735658589263,-0.000620309995676706,-0.000944262478232334,mendota
1995-02-13,0.000542943984914977,0.000811193851635975,-0.00014703170111042,-0.000393269606507998,-0.000433467001288577,-0.000342004545762,-0.000324135244722374,-0.000439720428921564,-0.000307331054846173,-0.000330584600454513,-0.000632137927406307,-0.000527901734789806,-0.000787411016712387,mendota
1995-02-14,0.000518485316387026,0.00158245923576321,-0.000478671268190519,-0.000464637175304075,-0.000976145205127458,-0.000854986663110104,-0.000729338350747126,-0.000693101203610674,-0.000732939455692698,-0.000673608451045278,-0.00127305265430678,-0.00105084589922931,-0.00144466268472847,mendota
1995-02-15,0.000161794550119216,0.000421356081154726,-0.000199647200952513,-0.000154445832024555,-0.00031578220698171,-0.000273504831307352,-0.000248478151794204,-0.000255963450240448,-0.00023115680023542,-0.000250277816857372,-0.000423271050409373,-0.00036801504446313,-0.000457628140573633,mendota
1995-02-16,0.00111611936778507,0.00281566599282083,-0.00144322528963562,-0.00127704423273543,-0.00172319375490563,-0.00114925469165712,-0.00179669116096756,-0.0019526480853872,-0.00167932882400795,-0.00173694105306394,-0.00298779145002764,-0.00259910256912333,-0.00337451909672562,mendota
1995-02-17,0.000344728792998331,0.000730124562545276,-0.000345762100984746,-0.000458195036696567,-0.000654652191436442,-0.000418303520214238,-0.000632551386292092,-0.000538137378592899,-0.000613651337536846,-0.000561822248312443,-0.0009666032159694,-0.000934911821850706,-0.00100988078260719,mendota
1995-02-18,0.000164764843821225,0.000368432957523546,-0.000130928017135665,-0.000233593798376989,-0.000284113970492901,-0.000191044200744167,-0.000324886746807484,-0.000305232664870351,-0.000220509878663813,-0.000282234823318038,-0.000432022490058066,-0.000429202440637348,-0.000542121068830534,mendota
1995-02-19,0.000694856233169217,0.00148419668880176,-0.00084323946075022,-0.000837923570699944,-0.000862744788649485,-0.000950264389917571,-0.00136541240580329,-0.00138435994099739,-0.000794449654719928,-0.00146404126562158,-0.0019845411078689,-0.00189011962963709,-0.00222314788081546,mendota
1995-02-20,0.000105885018404715,0.000226321192535928,-0.000102591232066269,-0.000166370351901112,-0.000122763800087471,-0.000151369437009884,-0.000225015356417958,-0.000208687392492641,-0.000161556779022354,-0.000236433296977216,-0.000314477987863443,-0.000334535624750765,-0.000370310565290667,mendota
1995-02-21,0.000299567992953191,0.000570001293919371,-0.000254671917399045,-0.000293478522372301,-0.000443049013570002,-0.000494929377635588,-0.00076956040974654,-0.000402017215202313,-0.000535606033740685,-0.000728858028046757,-0.000953443991243268,-0.000943872083576207,-0.00109791469988097,mendota
1995-02-22,0.00113313470234802,0.00210859750471351,-0.000659109563407529,-0.000997229054752374,-0.00161702748184482,-0.0019230933028644,-0.00250742584252054,-0.00194752802428508,-0.00209872100777924,-0.0023248562190222,-0.00353386934100237,-0.00363050191727071,-0.00417425268572919,mendota
1995-02-23,0.000140517817388567,0.000255124127664385,-0.000112433531947425,-0.000150242606850661,-0.000197935519234291,-0.000274854357275517,-0.000361687796563676,-0.000169798953065884,-0.000253326067035563,-0.000349544648337837,-0.000463486544649585,-0.000466674720915801,-0.000579050682018509,mendota
1995-02-24,0.000182664752188672,0.000399061902500572,-0.00014906118198047,-0.000193258114339943,-0.000159062742530016,-0.000375934567633205,-0.000492703045485172,-0.00024296611483292,-0.000383118079095287,-0.000467894127591699,-0.000634874480168921,-0.000628490601395,-0.000715632525506921,mendota
1995-02-25,0.000175297746095211,0.000328279394074319,-0.000159994819898703,-0.000197562798992119,-0.000186828713323166,-0.000395930566928823,-0.000515204798777227,-0.000259811468134021,-0.000403095666139553,-0.000457636517191344,-0.000667813686532441,-0.000646912715170036,-0.000754065047595408,mendota
1995-02-26,0.000116782075021656,0.000218024439289463,-9.93160904055727e-05,-0.000125652809496775,-0.000120833159838328,-0.000249899313092702,-0.000323244396261076,-0.000167890028811963,-0.000258399072991721,-0.000291821456640542,-0.000408379655175426,-0.000408536265137259,-0.00047599034627163,mendota
1995-02-27,0.000379951185051317,0.00065449296570946,-0.00029637142784086,-0.000393811332727996,-0.000371969249309257,-0.000762994301925435,-0.000978271724460934,-0.000516783603904146,-0.000798143745348914,-0.000939305971408581,-0.00124129870094969,-0.00124303624929674,-0.00144690323963404,mendota
1995-02-28,0.000146155473125485,0.000252345923359928,-0.00010643416735042,-0.000158482770296807,-0.000159660877740721,-0.000308690501993864,-0.00038997765852269,-0.000211558679380313,-0.000321098551900639,-0.000378732490402092,-0.000481234589437674,-0.000477734393473529,-0.000559330905724386,mendota
1995-03-01,0.000110474725002027,0.000187547306313906,-7.96994624940686e-05,-0.000114235992497265,-0.000111554132818223,-0.000217999317554239,-0.000275327999813077,-0.000154930330124233,-0.000229294065678637,-0.000270463215937873,-0.000350120579268626,-0.000347211906796205,-0.000405930167715031,mendota
1995-03-02,0.000699915590354006,0.00120740975763249,-0.000548852281194087,-0.000743310378141165,-0.000762843708934647,-0.00138552422960546,-0.00181965436099122,-0.00107993821584622,-0.00153094650715964,-0.00177276887465025,-0.00228575131880583,-0.00227214360607335,-0.00263284322179511,mendota
1995-03-03,0.00059561278522448,0.000976105960431021,-0.00044654102352534,-0.00067546034968218,-0.000686194105692373,-0.00107924874272632,-0.00156011880436906,-0.000910635119848517,-0.00134787112457737,-0.00147660590173703,-0.0019617488171401,-0.00196709161521785,-0.00224941217453892,mendota
1995-03-04,0.000708243273157634,0.000559224356000461,-0.000520659467071553,-0.000804190218487091,-0.000827264437617237,-0.00139630746082362,-0.00177666193476895,-0.00105272570074044,-0.00157882395999977,-0.00178281532123746,-0.00226953431580505,-0.0022862905755626,-0.00261804296367998,mendota
1995-03-05,0.000756028386344314,0.00117315164706243,-0.000489922187543779,-0.000790918681296536,-0.000793792282708897,-0.00144282936796631,-0.0018846630486249,-0.00119542356878819,-0.0017104807048185,-0.00184300056869096,-0.00239339077840642,-0.00236481279007846,-0.0027471018206888,mendota
1995-03-06,0.00065750009480457,0.000525703047953381,-0.000455900723440393,-0.00074221325657771,-0.000701956163101604,-0.00128851601444446,-0.00161887149442009,-0.00111919015427105,-0.00149986307044554,-0.00162939387507398,-0.00202494513663647,-0.00206250728996992,-0.00234098940290584,mendota
1995-03-07,0.000168558038841978,0.000143852105437877,-0.000105614725429009,-0.000167849431620156,-0.000175583152542423,-0.000359790238249917,-0.000441178788134169,-0.000250582061383735,-0.000412766603714183,-0.00045173621492154,-0.000562284926133167,-0.000566259743427419,-0.000646432708921004,mendota
1995-03-08,0.000379683880396599,0.000312785582656975,-0.000262677620176163,-0.000415433691603555,-0.000440559544494261,-0.000786360038795392,-0.000962919481833398,-0.000605769677152256,-0.000905849932488244,-0.000995358864412451,-0.00120999205382081,-0.00121900655258387,-0.00138677479805788,mendota
1995-03-09,0.000842061254266494,0.000692220289947726,-0.000572520731427693,-0.000917959944214623,-0.000940170979082844,-0.0016754479600068,-0.00212793018368108,-0.00135748702949118,-0.00198991161985631,-0.00218853900694933,-0.00265906855138865,-0.00265824758593087,-0.00300981862321761,mendota
1995-03-10,0.000155916398912618,0.000129785827879946,-9.41007635622234e-05,-0.000174659731161809,-0.000186050204166916,-0.000311024502713578,-0.000385918599195239,-0.000258889353972339,-0.000366338403125429,-0.000398465050601808,-0.00047926535013656,-0.000481543037469311,-0.000544588995080244,mendota
1995-03-11,0.000170380499810173,0.000140198321127855,-8.9050310503997e-05,-0.000185976435362177,-0.000188276191381266,-0.000334070471659036,-0.000432492074875673,-0.000260202589863721,-0.000411232205911991,-0.000408343283038166,-0.000521504641724519,-0.000518685766204862,-0.000588563632513636,mendota
1995-03-12,0.000185840895557716,0.000153955898664286,-9.04028970211428e-05,-0.000214589940953011,-0.000244380349871072,-0.000402630515006819,-0.000290261734839548,-0.000368897266768613,-0.000459614442537184,-0.000527927167277542,-0.000582669649573144,-0.000617995117129606,-0.000699968298821408,mendota
1995-03-13,0.000458338441877854,0.000334087647167403,-0.000260423618548576,-0.000519089880447042,-0.000510127545854781,-0.000858340931228468,-0.000767974203762141,-0.000759699923013402,-0.00105684509610748,-0.00107275441033598,-0.00128587547398429,-0.00136286063925204,-0.00147179459863205,mendota
1995-03-14,0.00125567302560387,0.000958275753562444,-0.000595263656192063,-0.00111645144700433,-0.0011963589363039,-0.00244859248587216,-0.0020891697372161,-0.00201199362284197,-0.00292850430213659,-0.00284869758818263,-0.00339449110961961,-0.00358379043888362,-0.00391351879542083,mendota
1995-03-15,0.00263845765463755,0.00209814597942021,-0.00130343818977594,-0.00350483366536797,-0.00361740667947131,-0.00630037344985056,-0.00505380307116,-0.00490257357880385,-0.00723181819851061,-0.00715157313296515,-0.00838670055334916,-0.00878150486764559,-0.00942112040394576,mendota
1995-03-16,0.00193801485621963,0.00153779023772268,-0.00148640269182436,-0.0013791287220615,-0.00350139342183065,-0.00483682377089451,-0.00279698440618018,-0.00444382681220371,-0.00570753721277183,-0.00639368409993998,-0.00712822995953771,-0.00750630822343086,-0.00791921059022287,mendota
1995-03-17,0.00108859597722811,0.000744310899833209,-0.000707595227762404,-0.00109914767599803,-0.00177735566719923,-0.00221991697607973,-0.0017375611327003,-0.00186817532460359,-0.00317226250294231,-0.00341588874664521,-0.00372972493336277,-0.00382648485293428,-0.00411724861131111,mendota
1995-03-18,0.000935328574556292,0.000688729104462344,-0.000492221489371706,-0.000610516276660541,-0.00149698465887974,-0.00209866097198886,-0.00156767601076724,-0.00182715093298855,-0.00252291672403066,-0.00282079228707121,-0.00300600463585356,-0.00319342923728165,-0.00340070924580699,mendota
1995-03-19,0.00182183287746735,0.0015567716243145,-0.000756085142665967,-0.000911147006106748,-0.00277631841199149,-0.00341246295763858,-0.00304611128003834,-0.00307778648480567,-0.00466967386482109,-0.0051873568407576,-0.0055217729779087,-0.0057879467968976,-0.00606902626126659,mendota
1995-03-20,0.000217441222003413,0.000142692483727484,-6.78975832711373e-05,-0.000203686820605594,-0.00029296546993328,-0.000377829037903217,-0.000418238681492107,-0.000435464422948148,-0.000556605304086127,-0.000669925238891238,-0.000689999512031803,-0.000721135040558995,-0.000738326319045501,mendota
1995-03-21,0.00016899197003285,0.000144900113383567,-6.04449175982928e-05,-0.000147060843421297,-0.000246512572540447,-0.000328291833268652,-0.000333723724928952,-0.000350865780627667,-0.000442129406031568,-0.000484072590487693,-0.00053574006638805,-0.000558460816010784,-0.000564917850997676,mendota
1995-03-22,0.000863712690677199,0.000705431280043234,-0.000379059706993511,-0.000650573374597877,-0.00109917244644973,-0.00155900520624257,-0.00175891044947171,-0.00182071047744251,-0.00211500623876395,-0.00241125599112635,-0.00249541708052732,-0.00267178043939568,-0.00260768403194692,mendota
1995-03-23,0.000578767372519414,0.000517551358768794,-0.000458202272434291,-0.000552232537307707,-0.00107130603610721,-0.00128654799656138,-0.00133238291807295,-0.00160861113111666,-0.00194049497725993,-0.00215071154755086,-0.0022480066189708,-0.00236187262552433,-0.00221930204875976,mendota
1995-03-24,0.00110500017569104,0.000782670126057387,-0.000466134155039726,-0.00168019417556976,-0.00261055803154707,-0.00345184233337991,-0.00343464116168237,-0.0031438177897308,-0.00444615506609745,-0.00499167617928991,-0.00512854963597707,-0.00527214763153618,-0.00477826995048639,mendota
1995-03-25,0.000690225947233228,0.000484867846017943,-0.000304865771678831,-0.00102214436016599,-0.00143198262476153,-0.0017439830469613,-0.00186670831563729,-0.00178080116893361,-0.00224675013645295,-0.00242482613958084,-0.00243261548088823,-0.00247277086880915,-0.00210451213975965,mendota
1995-03-26,0.000122737546721557,0.00017606684186485,-4.36336206388212e-05,-0.0004481473606549,-0.000473971819305397,-0.00051819698006838,-0.000588890649208245,-0.000582594631784365,-0.000699431757217887,-0.000743515581682637,-0.000723896988776383,-0.000730946100012599,-0.000574866048542591,mendota
1995-03-27,NA,NA,-0.0167770238809009,-0.0233094831155841,-0.000576449366294444,-0.0320961785730538,-0.0607350648042784,-0.032823280445701,-0.0319803811083321,-0.00055993645365458,-0.000585653188348823,-0.000597650973768748,-0.000454128354162161,mendota
1995-03-28,NA,NA,NA,NA,-0.175536571230633,-0.200721129341094,-0.188359240940791,-0.215023312991197,-0.221760015680048,-0.238881214955553,-0.235055751748174,-0.234034061493246,-0.198207838301635,mendota
1995-03-29,NA,NA,NA,NA,NA,-0.218047666290036,-0.230809242114349,-0.256354952672856,-0.245790900029472,-0.266873463398987,-0.255668490400698,-0.262163094656739,-0.23981006899509,mendota
1995-03-30,NA,NA,NA,NA,NA,-0.10072837510696,-0.109637439492595,-0.121871287295617,-0.120300732716862,-0.127845135459002,-0.119079292911266,-0.114061129656195,-0.110923729376143,mendota
1995-03-31,NA,NA,NA,NA,NA,-0.119472027137952,-0.128485125473066,-0.14527401204555,-0.13843803195349,-0.150856562615955,-0.142260388793911,-0.140467176042605,-0.131307904659506,mendota
1995-04-01,NA,NA,NA,NA,NA,-0.252173146796621,-0.254138722971566,-0.285053764995286,-0.303863941929784,-0.317808648805069,-0.264250516989698,-0.27412446379341,-0.249880281057105,mendota
1995-04-02,NA,NA,NA,NA,NA,-0.155224720958347,-0.174835647659167,-0.119426762477102,-0.125470892502506,-0.116692063514708,-0.109429143209787,-0.109796313121914,-0.0997069370702604,mendota
1995-04-03,NA,NA,NA,NA,-0.0261130450908648,-0.0244212107482392,-0.0256949919030045,-0.029659000384267,-0.0314235725564641,-0.0285474466562158,-0.026882387335599,-0.0262241090142286,-0.0268685422796522,mendota
1995-04-04,NA,NA,NA,NA,NA,NA,NA,NA,-0.0190852179309797,-0.0183779886455204,-0.0171828151258344,-0.0173182988938376,-0.020346907942982,mendota
1995-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0121202297925935,mendota
1995-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mendota
1995-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00991466101819807,mendota
1995-04-18,NA,NA,NA,NA,NA,NA,0.00257657771532658,0.00210319674066789,0.00247919137126319,0.00281396208955024,0.00347580292368626,0.00359446770360421,0.00371175240758467,mendota
1995-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102573639430123,0.0127512609204597,mendota
1995-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121735314964342,0.0157593514426755,mendota
1995-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0280493824477191,0.0480445095006438,mendota
1995-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0554675328055,mendota
1995-04-23,NA,NA,NA,NA,NA,NA,NA,0.0743336864412601,NA,NA,NA,NA,0.213857427450236,mendota
1995-04-24,0.00305936548535802,0.00310545211951208,0.00296034083512095,0.00271422223776615,NA,NA,NA,NA,0.0288975194821949,NA,0.0326798585052345,0.0360301685565842,0.0504438602100213,mendota
1995-04-25,0.00489895398703062,0.00498995260409611,0.0045216634500199,0.00372090718978703,NA,NA,NA,NA,NA,NA,NA,0.0659180342744259,0.0921799203771598,mendota
1995-04-26,0.0678218970908273,0.0683317859101998,NA,NA,NA,NA,NA,NA,0.121403237073584,0.118380398986421,0.126715934329424,0.141852420439674,0.180978817208672,mendota
